"2022-07-05 10:19:08 [restartedMain] INFO  c.ctc.MemberMicroserviceApplication - Starting MemberMicroserviceApplication using Java 16.0.1 on Ankit with PID 10072 (C:\Users\ankit\Desktop\MFPE 2\Back-end\Member-Microservice\target\classes started by ankit in C:\Users\ankit\Desktop\MFPE 2\Back-end\Member-Microservice)
""2022-07-05 20:00:19 [main] INFO  o.h.e.t.j.p.i.JtaPlatformInitiator - HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform]
""2022-07-05 20:00:19 [main] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default'
""2022-07-05 20:00:19 [main] WARN  o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration - spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
""2022-07-05 20:00:20 [main] INFO  o.s.b.a.h.H2ConsoleAutoConfiguration - H2 console available at '/h2-console'. Database available at 'jdbc:h2:mem:cms'
""2022-07-05 20:00:22 [main] INFO  o.s.b.t.m.w.SpringBootMockServletContext - Initializing Spring TestDispatcherServlet ''
""2022-07-05 20:00:22 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Initializing Servlet ''
""2022-07-05 20:00:22 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Completed initialization in 5 ms
""2022-07-05 20:00:23 [main] INFO  o.s.c.n.e.c.DiscoveryClientOptionalArgsConfiguration - Eureka HTTP Client uses RestTemplate.
""2022-07-05 20:00:23 [main] WARN  o.s.c.l.c.LoadBalancerCacheAutoConfiguration$LoadBalancerCaffeineWarnLogger - Spring Cloud LoadBalancer is currently working with the default cache. While this cache implementation is useful for development and tests, it's recommended to use Caffeine cache in production.You can switch to using Caffeine cache, by adding it and org.springframework.cache.caffeine.CaffeineCacheManager to the classpath.
""2022-07-05 20:00:23 [main] INFO  com.ctc.MemberControllerTest - Started MemberControllerTest in 11.613 seconds (JVM running for 13.779)
""2022-07-05 20:00:24 [main] INFO  o.s.mock.web.MockServletContext - Initializing Spring TestDispatcherServlet ''
""2022-07-05 20:00:24 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Initializing Servlet ''
""2022-07-05 20:00:24 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Completed initialization in 0 ms
""2022-07-05 20:00:24 [main] INFO  o.s.mock.web.MockServletContext - Initializing Spring TestDispatcherServlet ''
""2022-07-05 20:00:24 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Initializing Servlet ''
""2022-07-05 20:00:24 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Completed initialization in 0 ms
""2022-07-05 20:00:24 [main] INFO  o.s.mock.web.MockServletContext - Initializing Spring TestDispatcherServlet ''
""2022-07-05 20:00:24 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Initializing Servlet ''
""2022-07-05 20:00:24 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Completed initialization in 0 ms
""2022-07-05 20:00:24 [main] INFO  com.ctc.controller.MemberController - Member Controller SubmitClaim started...ClaimRequest(claimNumber=9091, status=null, remarks=null, policyNumber=101, providerId=1006, memberId=19271155, benefitsAvailedId=5001, amountClaimed=15660, settled=false)
""2022-07-05 20:00:24 [SpringApplicationShutdownHook] INFO  o.s.c.n.eureka.InstanceInfoFactory - Setting initial instance status as: STARTING
""2022-07-05 20:00:24 [SpringApplicationShutdownHook] INFO  o.s.c.n.e.s.EurekaServiceRegistry - Unregistering application MEMBER-SERVICE with eureka with status DOWN
""2022-07-05 20:00:25 [SpringApplicationShutdownHook] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Closing JPA EntityManagerFactory for persistence unit 'default'
""2022-07-05 20:00:25 [SpringApplicationShutdownHook] INFO  o.h.t.s.i.SchemaDropperImpl$DelayedDropActionImpl - HHH000477: Starting delayed evictData of schema as part of SessionFactory shut-down'
""2022-07-05 20:00:25 [SpringApplicationShutdownHook] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown initiated...
""2022-07-05 20:00:25 [SpringApplicationShutdownHook] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown completed.
""2022-07-05 20:01:57 [AsyncResolver-bootstrap-executor-0] INFO  c.n.d.s.r.aws.ConfigClusterResolver - Resolving eureka endpoints via configuration
""2022-07-05 20:03:12 [main] INFO  c.c.MemberMicroserviceApplicationTests - Starting MemberMicroserviceApplicationTests using Java 16.0.1 on Ankit with PID 10888 (started by ankit in C:\Users\ankit\Desktop\MFPE 2\Back-end\Member-Microservice)
""2022-07-05 20:03:12 [main] INFO  c.c.MemberMicroserviceApplicationTests - No active profile set, falling back to 1 default profile: "default"
""2022-07-05 20:03:14 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data JPA repositories in DEFAULT mode.
""2022-07-05 20:03:14 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 66 ms. Found 0 JPA repository interfaces.
""2022-07-05 20:03:15 [main] INFO  o.s.cloud.context.scope.GenericScope - BeanFactory id=f7dd1494-95f6-384a-8c4c-7b0f18d1c093
""2022-07-05 20:03:16 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
""2022-07-05 20:03:16 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed.
""2022-07-05 20:03:16 [main] INFO  o.h.jpa.internal.util.LogHelper - HHH000204: Processing PersistenceUnitInfo [name: default]
""2022-07-05 20:03:17 [main] INFO  org.hibernate.Version - HHH000412: Hibernate ORM core version 5.6.9.Final
""2022-07-05 20:03:17 [main] INFO  o.h.annotations.common.Version - HCANN000001: Hibernate Commons Annotations {5.1.2.Final}
""2022-07-05 20:03:17 [main] INFO  org.hibernate.dialect.Dialect - HHH000400: Using dialect: org.hibernate.dialect.H2Dialect
""2022-07-05 20:03:18 [main] INFO  o.h.e.t.j.p.i.JtaPlatformInitiator - HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform]
""2022-07-05 20:03:18 [main] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default'
""2022-07-05 20:03:18 [main] WARN  o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration - spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
""2022-07-05 20:03:19 [main] INFO  o.s.b.a.h.H2ConsoleAutoConfiguration - H2 console available at '/h2-console'. Database available at 'jdbc:h2:mem:cms'
""2022-07-05 20:03:22 [main] INFO  o.s.c.n.e.c.DiscoveryClientOptionalArgsConfiguration - Eureka HTTP Client uses RestTemplate.
""2022-07-05 20:03:22 [main] WARN  o.s.c.l.c.LoadBalancerCacheAutoConfiguration$LoadBalancerCaffeineWarnLogger - Spring Cloud LoadBalancer is currently working with the default cache. While this cache implementation is useful for development and tests, it's recommended to use Caffeine cache in production.You can switch to using Caffeine cache, by adding it and org.springframework.cache.caffeine.CaffeineCacheManager to the classpath.
""2022-07-05 20:03:22 [main] INFO  c.c.MemberMicroserviceApplicationTests - Started MemberMicroserviceApplicationTests in 11.305 seconds (JVM running for 13.703)
""2022-07-05 20:03:23 [main] INFO  o.s.t.c.s.AbstractContextLoader - Could not detect default resource locations for test class [com.ctc.MemberControllerTest]: no resource found for suffixes {-context.xml, Context.groovy}.
""2022-07-05 20:03:23 [main] INFO  o.s.b.t.c.SpringBootTestContextBootstrapper - Loaded default TestExecutionListener class names from location [META-INF/spring.factories]: [org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener, org.springframework.boot.test.autoconfigure.webservices.client.MockWebServiceServerTestExecutionListener, org.springframework.test.context.web.ServletTestExecutionListener, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener, org.springframework.test.context.event.ApplicationEventsTestExecutionListener, org.springframework.test.context.support.DependencyInjectionTestExecutionListener, org.springframework.test.context.support.DirtiesContextTestExecutionListener, org.springframework.test.context.transaction.TransactionalTestExecutionListener, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener, org.springframework.test.context.event.EventPublishingTestExecutionListener]
""2022-07-05 20:03:23 [main] INFO  o.s.b.t.c.SpringBootTestContextBootstrapper - Using TestExecutionListeners: [org.springframework.test.context.web.ServletTestExecutionListener@1f234e35, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener@2350e46, org.springframework.test.context.event.ApplicationEventsTestExecutionListener@55691a59, org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener@3152a0a3, org.springframework.boot.test.autoconfigure.SpringBootDependencyInjectionTestExecutionListener@3405025a, org.springframework.test.context.support.DirtiesContextTestExecutionListener@1e686da2, org.springframework.test.context.transaction.TransactionalTestExecutionListener@3ce17e4, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener@27bde886, org.springframework.test.context.event.EventPublishingTestExecutionListener@3b3639f9, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener@66ee4640, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener@156c1c4e, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener@5ddd3fbd, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener@57ae3c0e, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener@43e6bcfd, org.springframework.boot.test.autoconfigure.webservices.client.MockWebServiceServerTestExecutionListener@361d56a3]
""2022-07-05 20:03:23 [main] INFO  com.ctc.MemberControllerTest - Starting MemberControllerTest using Java 16.0.1 on Ankit with PID 10888 (started by ankit in C:\Users\ankit\Desktop\MFPE 2\Back-end\Member-Microservice)
""2022-07-05 20:03:23 [main] INFO  com.ctc.MemberControllerTest - No active profile set, falling back to 1 default profile: "default"
""2022-07-05 20:03:24 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data JPA repositories in DEFAULT mode.
""2022-07-05 20:03:24 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 46 ms. Found 0 JPA repository interfaces.
""2022-07-05 20:03:24 [main] INFO  o.s.cloud.context.scope.GenericScope - BeanFactory id=0f98a382-343a-3a74-91b6-20528e5c2581
""2022-07-05 20:03:25 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-2 - Starting...
""2022-07-05 20:03:25 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-2 - Start completed.
""2022-07-05 20:03:25 [main] INFO  o.h.jpa.internal.util.LogHelper - HHH000204: Processing PersistenceUnitInfo [name: default]
""2022-07-05 20:03:25 [main] INFO  org.hibernate.dialect.Dialect - HHH000400: Using dialect: org.hibernate.dialect.H2Dialect
""2022-07-05 20:03:25 [main] INFO  o.h.e.t.j.p.i.JtaPlatformInitiator - HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform]
""2022-07-05 20:03:25 [main] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default'
""2022-07-05 20:03:25 [main] WARN  o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration - spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
""2022-07-05 20:03:25 [main] INFO  o.s.b.a.h.H2ConsoleAutoConfiguration - H2 console available at '/h2-console'. Database available at 'jdbc:h2:mem:cms'
""2022-07-05 20:03:26 [main] INFO  o.s.b.t.m.w.SpringBootMockServletContext - Initializing Spring TestDispatcherServlet ''
""2022-07-05 20:03:26 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Initializing Servlet ''
""2022-07-05 20:03:26 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Completed initialization in 6 ms
""2022-07-05 20:03:27 [main] INFO  o.s.c.n.e.c.DiscoveryClientOptionalArgsConfiguration - Eureka HTTP Client uses RestTemplate.
""2022-07-05 20:03:27 [main] WARN  o.s.c.l.c.LoadBalancerCacheAutoConfiguration$LoadBalancerCaffeineWarnLogger - Spring Cloud LoadBalancer is currently working with the default cache. While this cache implementation is useful for development and tests, it's recommended to use Caffeine cache in production.You can switch to using Caffeine cache, by adding it and org.springframework.cache.caffeine.CaffeineCacheManager to the classpath.
""2022-07-05 20:03:27 [main] INFO  com.ctc.MemberControllerTest - Started MemberControllerTest in 4.115 seconds (JVM running for 18.384)
""2022-07-05 20:03:27 [main] INFO  o.s.mock.web.MockServletContext - Initializing Spring TestDispatcherServlet ''
""2022-07-05 20:03:27 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Initializing Servlet ''
""2022-07-05 20:03:27 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Completed initialization in 0 ms
""2022-07-05 20:03:27 [main] INFO  o.s.mock.web.MockServletContext - Initializing Spring TestDispatcherServlet ''
""2022-07-05 20:03:28 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Initializing Servlet ''
""2022-07-05 20:03:28 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Completed initialization in 0 ms
""2022-07-05 20:03:28 [main] INFO  o.s.mock.web.MockServletContext - Initializing Spring TestDispatcherServlet ''
""2022-07-05 20:03:28 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Initializing Servlet ''
""2022-07-05 20:03:28 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Completed initialization in 0 ms
""2022-07-05 20:03:28 [main] INFO  com.ctc.controller.MemberController - Member Controller SubmitClaim started...ClaimRequest(claimNumber=9091, status=null, remarks=null, policyNumber=101, providerId=1006, memberId=19271155, benefitsAvailedId=5001, amountClaimed=15660, settled=false)
""2022-07-05 20:03:28 [SpringApplicationShutdownHook] INFO  o.s.c.n.eureka.InstanceInfoFactory - Setting initial instance status as: STARTING
""2022-07-05 20:03:28 [SpringApplicationShutdownHook] INFO  o.s.c.n.e.s.EurekaServiceRegistry - Unregistering application MEMBER-SERVICE with eureka with status DOWN
""2022-07-05 20:03:28 [SpringApplicationShutdownHook] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Closing JPA EntityManagerFactory for persistence unit 'default'
""2022-07-05 20:03:28 [SpringApplicationShutdownHook] INFO  o.h.t.s.i.SchemaDropperImpl$DelayedDropActionImpl - HHH000477: Starting delayed evictData of schema as part of SessionFactory shut-down'
""2022-07-05 20:03:28 [SpringApplicationShutdownHook] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown initiated...
""2022-07-05 20:03:28 [SpringApplicationShutdownHook] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown completed.
""2022-07-05 20:03:28 [SpringApplicationShutdownHook] INFO  o.s.c.n.eureka.InstanceInfoFactory - Setting initial instance status as: STARTING
""2022-07-05 20:03:28 [SpringApplicationShutdownHook] INFO  o.s.c.n.e.s.EurekaServiceRegistry - Unregistering application MEMBER-SERVICE with eureka with status DOWN
""2022-07-05 20:03:28 [SpringApplicationShutdownHook] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Closing JPA EntityManagerFactory for persistence unit 'default'
""2022-07-05 20:03:28 [SpringApplicationShutdownHook] INFO  o.h.t.s.i.SchemaDropperImpl$DelayedDropActionImpl - HHH000477: Starting delayed evictData of schema as part of SessionFactory shut-down'
""2022-07-05 20:03:28 [SpringApplicationShutdownHook] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-2 - Shutdown initiated...
""2022-07-05 20:03:28 [SpringApplicationShutdownHook] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-2 - Shutdown completed.
""2022-07-05 20:06:57 [AsyncResolver-bootstrap-executor-0] INFO  c.n.d.s.r.aws.ConfigClusterResolver - Resolving eureka endpoints via configuration
""2022-07-05 20:11:57 [AsyncResolver-bootstrap-executor-0] INFO  c.n.d.s.r.aws.ConfigClusterResolver - Resolving eureka endpoints via configuration
""2022-07-05 20:16:57 [AsyncResolver-bootstrap-executor-0] INFO  c.n.d.s.r.aws.ConfigClusterResolver - Resolving eureka endpoints via configuration
""2022-07-05 20:21:57 [AsyncResolver-bootstrap-executor-0] INFO  c.n.d.s.r.aws.ConfigClusterResolver - Resolving eureka endpoints via configuration
""2022-07-05 20:23:35 [Thread-50] INFO  o.s.c.n.e.s.EurekaServiceRegistry - Unregistering application MEMBER-SERVICE with eureka with status DOWN
""2022-07-05 20:23:35 [Thread-50] INFO  c.netflix.discovery.DiscoveryClient - Saw local status change event StatusChangeEvent [timestamp=1657032815261, current=DOWN, previous=UP]
""2022-07-05 20:23:35 [DiscoveryClient-InstanceInfoReplicator-0] INFO  c.netflix.discovery.DiscoveryClient - DiscoveryClient_MEMBER-SERVICE/member-service:e8ec95a263d5cdf32e472ab44b789fa1: registering service...
""2022-07-05 20:23:35 [DiscoveryClient-InstanceInfoReplicator-0] INFO  c.netflix.discovery.DiscoveryClient - DiscoveryClient_MEMBER-SERVICE/member-service:e8ec95a263d5cdf32e472ab44b789fa1 - registration status: 204
""2022-07-05 20:23:35 [Thread-50] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Closing JPA EntityManagerFactory for persistence unit 'default'
""2022-07-05 20:23:35 [Thread-50] INFO  o.h.t.s.i.SchemaDropperImpl$DelayedDropActionImpl - HHH000477: Starting delayed evictData of schema as part of SessionFactory shut-down'
""2022-07-05 20:23:36 [Thread-50] WARN  o.s.b.f.s.DisposableBeanAdapter - Invocation of destroy method failed on bean with name 'inMemoryDatabaseShutdownExecutor': org.h2.jdbc.JdbcSQLNonTransientConnectionException: Database is already closed (to disable automatic closing at VM shutdown, add ";DB_CLOSE_ON_EXIT=FALSE" to the db URL) [90121-214]
""2022-07-05 20:23:36 [Thread-50] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-9 - Shutdown initiated...
""2022-07-05 20:23:36 [Thread-50] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-9 - Shutdown completed.
""2022-07-05 20:23:36 [Thread-50] INFO  c.netflix.discovery.DiscoveryClient - Shutting down DiscoveryClient ...
""2022-07-05 20:23:39 [Thread-50] INFO  c.netflix.discovery.DiscoveryClient - Unregistering ...
""2022-07-05 20:23:39 [Thread-50] INFO  c.netflix.discovery.DiscoveryClient - DiscoveryClient_MEMBER-SERVICE/member-service:e8ec95a263d5cdf32e472ab44b789fa1 - deregister  status: 200
""2022-07-05 20:23:39 [Thread-50] INFO  c.netflix.discovery.DiscoveryClient - Completed shut down of DiscoveryClient
""2022-07-05 20:23:41 [restartedMain] INFO  c.ctc.MemberMicroserviceApplication - Starting MemberMicroserviceApplication using Java 16.0.1 on Ankit with PID 8304 (C:\Users\ankit\Desktop\MFPE 2\Back-end\Member-Microservice\target\classes started by ankit in C:\Users\ankit\Desktop\MFPE 2\Back-end\Member-Microservice)
""2022-07-05 20:23:41 [restartedMain] INFO  c.ctc.MemberMicroserviceApplication - No active profile set, falling back to 1 default profile: "default"
""2022-07-05 20:23:42 [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data JPA repositories in DEFAULT mode.
""2022-07-05 20:23:43 [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 85 ms. Found 0 JPA repository interfaces.
""2022-07-05 20:23:43 [restartedMain] INFO  o.s.cloud.context.scope.GenericScope - BeanFactory id=95a65bb3-33e9-31ba-aeee-b56222d41254
""2022-07-05 20:23:43 [restartedMain] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat initialized with port(s): 0 (http)
""2022-07-05 20:23:43 [restartedMain] INFO  o.a.catalina.core.StandardService - Starting service [Tomcat]
""2022-07-05 20:23:43 [restartedMain] INFO  o.a.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.64]
""2022-07-05 20:23:43 [restartedMain] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
""2022-07-05 20:23:43 [restartedMain] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 2073 ms
""2022-07-05 20:23:43 [restartedMain] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-10 - Starting...
""2022-07-05 20:23:43 [restartedMain] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-10 - Start completed.
""2022-07-05 20:23:43 [restartedMain] INFO  o.s.b.a.h.H2ConsoleAutoConfiguration - H2 console available at '/h2-console'. Database available at 'jdbc:h2:mem:cms'
""2022-07-05 20:23:43 [restartedMain] INFO  o.h.jpa.internal.util.LogHelper - HHH000204: Processing PersistenceUnitInfo [name: default]
""2022-07-05 20:23:43 [restartedMain] INFO  org.hibernate.dialect.Dialect - HHH000400: Using dialect: org.hibernate.dialect.H2Dialect
""2022-07-05 20:23:43 [restartedMain] INFO  o.h.e.t.j.p.i.JtaPlatformInitiator - HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform]
""2022-07-05 20:23:43 [restartedMain] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default'
""2022-07-05 20:23:43 [restartedMain] WARN  o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration - spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
""2022-07-05 20:23:44 [restartedMain] WARN  o.s.b.d.a.OptionalLiveReloadServer - Unable to start LiveReload server
""2022-07-05 20:23:45 [restartedMain] INFO  o.s.c.n.e.c.DiscoveryClientOptionalArgsConfiguration - Eureka HTTP Client uses RestTemplate.
""2022-07-05 20:23:45 [restartedMain] WARN  o.s.c.l.c.LoadBalancerCacheAutoConfiguration$LoadBalancerCaffeineWarnLogger - Spring Cloud LoadBalancer is currently working with the default cache. While this cache implementation is useful for development and tests, it's recommended to use Caffeine cache in production.You can switch to using Caffeine cache, by adding it and org.springframework.cache.caffeine.CaffeineCacheManager to the classpath.
""2022-07-05 20:23:45 [restartedMain] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port(s): 50456 (http) with context path ''
""2022-07-05 20:23:45 [restartedMain] INFO  o.s.c.n.e.s.EurekaAutoServiceRegistration - Updating port to 50456
""2022-07-05 20:23:45 [restartedMain] INFO  o.s.c.n.eureka.InstanceInfoFactory - Setting initial instance status as: STARTING
""2022-07-05 20:23:45 [restartedMain] INFO  c.netflix.discovery.DiscoveryClient - Initializing Eureka in region us-east-1
""2022-07-05 20:23:45 [restartedMain] INFO  c.n.d.s.r.aws.ConfigClusterResolver - Resolving eureka endpoints via configuration
""2022-07-05 20:23:45 [restartedMain] INFO  c.netflix.discovery.DiscoveryClient - Disable delta property : false
""2022-07-05 20:23:45 [restartedMain] INFO  c.netflix.discovery.DiscoveryClient - Single vip registry refresh property : null
""2022-07-05 20:23:45 [restartedMain] INFO  c.netflix.discovery.DiscoveryClient - Force full registry fetch : false
""2022-07-05 20:23:45 [restartedMain] INFO  c.netflix.discovery.DiscoveryClient - Application is null : false
""2022-07-05 20:23:45 [restartedMain] INFO  c.netflix.discovery.DiscoveryClient - Registered Applications size is zero : true
""2022-07-05 20:23:45 [restartedMain] INFO  c.netflix.discovery.DiscoveryClient - Application version is -1: true
""2022-07-05 20:23:45 [restartedMain] INFO  c.netflix.discovery.DiscoveryClient - Getting all instance registry info from the eureka server
""2022-07-05 20:23:45 [restartedMain] INFO  c.netflix.discovery.DiscoveryClient - The response status is 200
""2022-07-05 20:23:45 [restartedMain] INFO  c.netflix.discovery.DiscoveryClient - Starting heartbeat executor: renew interval is: 30
""2022-07-05 20:23:45 [restartedMain] INFO  c.n.discovery.InstanceInfoReplicator - InstanceInfoReplicator onDemand update allowed rate per min is 4
""2022-07-05 20:23:45 [restartedMain] INFO  c.netflix.discovery.DiscoveryClient - Discovery Client initialized at timestamp 1657032825472 with initial instances count: 5
""2022-07-05 20:23:45 [restartedMain] INFO  o.s.c.n.e.s.EurekaServiceRegistry - Registering application MEMBER-SERVICE with eureka with status UP
""2022-07-05 20:23:45 [restartedMain] INFO  c.netflix.discovery.DiscoveryClient - Saw local status change event StatusChangeEvent [timestamp=1657032825475, current=UP, previous=STARTING]
""2022-07-05 20:23:45 [DiscoveryClient-InstanceInfoReplicator-0] INFO  c.netflix.discovery.DiscoveryClient - DiscoveryClient_MEMBER-SERVICE/member-service:e9425093c9c28a60ba797f148e3ea209: registering service...
""2022-07-05 20:23:45 [DiscoveryClient-InstanceInfoReplicator-0] INFO  c.netflix.discovery.DiscoveryClient - DiscoveryClient_MEMBER-SERVICE/member-service:e9425093c9c28a60ba797f148e3ea209 - registration status: 204
""2022-07-05 20:23:45 [restartedMain] INFO  c.ctc.MemberMicroserviceApplication - Started MemberMicroserviceApplication in 5.286 seconds (JVM running for 10099.088)
""2022-07-05 20:23:45 [restartedMain] INFO  o.s.b.d.a.ConditionEvaluationDeltaLoggingListener - Condition evaluation unchanged
""2022-07-05 20:25:35 [http-nio-auto-10-exec-1] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
""2022-07-05 20:25:35 [http-nio-auto-10-exec-1] INFO  o.s.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
""2022-07-05 20:25:35 [http-nio-auto-10-exec-1] INFO  o.s.web.servlet.DispatcherServlet - Completed initialization in 6 ms
""2022-07-05 20:25:35 [http-nio-auto-10-exec-1] INFO  com.ctc.controller.MemberController - Member Controller SubmitClaim started...ClaimRequest(claimNumber=9091, status=null, remarks=null, policyNumber=101, providerId=1006, memberId=19271155, benefitsAvailedId=5001, amountClaimed=15660, settled=false)
""2022-07-05 20:26:45 [DiscoveryClient-CacheRefreshExecutor-0] INFO  c.n.d.s.t.d.RedirectingEurekaHttpClient - Request execution error. endpoint=DefaultEndpoint{ serviceUrl='http://localhost:8761/eureka/} exception=I/O error on GET request for "http://localhost:8761/eureka/apps/delta": Connect to localhost:8761 [localhost/127.0.0.1, localhost/0:0:0:0:0:0:0:1] failed: Connection refused: connect; nested exception is org.apache.http.conn.HttpHostConnectException: Connect to localhost:8761 [localhost/127.0.0.1, localhost/0:0:0:0:0:0:0:1] failed: Connection refused: connect stacktrace=org.springframework.web.client.ResourceAccessException: I/O error on GET request for "http://localhost:8761/eureka/apps/delta": Connect to localhost:8761 [localhost/127.0.0.1, localhost/0:0:0:0:0:0:0:1] failed: Connection refused: connect; nested exception is org.apache.http.conn.HttpHostConnectException: Connect to localhost:8761 [localhost/127.0.0.1, localhost/0:0:0:0:0:0:0:1] failed: Connection refused: connect
	at org.springframework.web.client.RestTemplate.doExecute(RestTemplate.java:785)
	at org.springframework.web.client.RestTemplate.execute(RestTemplate.java:711)
	at org.springframework.web.client.RestTemplate.exchange(RestTemplate.java:602)
	at org.springframework.cloud.netflix.eureka.http.RestTemplateEurekaHttpClient.getApplicationsInternal(RestTemplateEurekaHttpClient.java:145)
	at org.springframework.cloud.netflix.eureka.http.RestTemplateEurekaHttpClient.getDelta(RestTemplateEurekaHttpClient.java:155)
